d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0,0,5000
3,0.0014,0.0002,1,5000
3,0.002,0.0006,3,5000
3,0.0028,0.0012,6,5000
3,0.004,0.0018,9,5000
3,0.0056,0.003,15,5000
3,0.008,0.0056,28,5000
3,0.011,0.0094,47,5000
3,0.016,0.0272,136,5000
3,0.022,0.0438,219,5000
3,0.031,0.0802,401,5000
3,0.044,0.139,695,5000
3,0.063,0.2522,1261,5000
3,0.088,0.3846,1923,5000
3,0.125,0.5334,2667,5000
3,0.176,0.6412,3206,5000
3,0.25,0.7266,3633,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0.0002,1,5000
5,0.0014,0,0,5000
5,0.002,0,0,5000
5,0.0028,0.0002,1,5000
5,0.004,0.0002,1,5000
5,0.0056,0.0014,7,5000
5,0.008,0.0008,4,5000
5,0.011,0.0054,27,5000
5,0.016,0.016,80,5000
5,0.022,0.0432,216,5000
5,0.031,0.09,450,5000
5,0.044,0.2102,1051,5000
5,0.063,0.3976,1988,5000
5,0.088,0.6012,3006,5000
5,0.125,0.7082,3541,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0,0,5000
7,0.004,0,0,5000
7,0.0056,0,0,5000
7,0.008,0.0004,2,5000
7,0.011,0.0018,9,5000
7,0.016,0.005,25,5000
7,0.022,0.0218,109,5000
7,0.031,0.081,405,5000
7,0.044,0.2496,1248,5000
7,0.063,0.5102,2551,5000
7,0.088,0.7002,3501,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0,0,5000
9,0.0056,0,0,5000
9,0.008,0,0,5000
9,0.011,0.0004,2,5000
9,0.016,0.002,10,5000
9,0.022,0.015,75,5000
9,0.031,0.0636,318,5000
9,0.044,0.2662,1331,5000
9,0.063,0.5958,2979,5000
9,0.088,0.7428,3714,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0,0,5000
11,0.008,0,0,5000
11,0.011,0,0,5000
11,0.016,0.0016,8,5000
11,0.022,0.007,35,5000
11,0.031,0.0572,286,5000
11,0.044,0.2842,1421,5000
11,0.063,0.6774,3387,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0,0,5000
15,0.008,0,0,5000
15,0.011,0,0,5000
15,0.016,0,0,5000
15,0.022,0.0028,14,5000
15,0.031,0.0392,196,5000
15,0.044,0.3738,1869,5000
15,0.063,0.727,3635,5000
19,0.0005,0,0,5000
19,0.0007,0,0,5000
19,0.001,0,0,5000
19,0.0014,0,0,5000
19,0.002,0,0,5000
19,0.0028,0,0,5000
19,0.004,0,0,5000
19,0.0056,0,0,5000
19,0.008,0,0,5000
19,0.011,0,0,5000
19,0.016,0.0002,1,5000
19,0.022,0.0006,3,5000
19,0.031,0.028,140,5000
19,0.044,0.4134,2067,5000
19,0.063,0.742,3710,5000
