d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0.0002,1,5000
3,0.0014,0.0004,2,5000
3,0.002,0.0014,7,5000
3,0.0028,0.0016,8,5000
3,0.004,0.005,25,5000
3,0.0056,0.01,50,5000
3,0.008,0.02,100,5000
3,0.011,0.0434,217,5000
3,0.016,0.0676,338,5000
3,0.022,0.1636,818,5000
3,0.031,0.224,1120,5000
3,0.044,0.295,1475,5000
3,0.063,0.3734,1867,5000
3,0.088,0.4476,2238,5000
3,0.125,0.974,4870,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0,0,5000
5,0.0014,0.0002,1,5000
5,0.002,0.0004,2,5000
5,0.0028,0.0006,3,5000
5,0.004,0.0032,16,5000
5,0.0056,0.0086,43,5000
5,0.008,0.0234,117,5000
5,0.011,0.0418,209,5000
5,0.016,0.0968,484,5000
5,0.022,0.2282,1141,5000
5,0.031,0.4032,2016,5000
5,0.044,0.4958,2479,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0.0008,4,5000
7,0.004,0.0004,2,5000
7,0.0056,0.0044,22,5000
7,0.008,0.0258,129,5000
7,0.011,0.0404,202,5000
7,0.016,0.1234,617,5000
7,0.022,0.2756,1378,5000
7,0.031,0.4784,2392,5000
7,0.044,0.5762,2881,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0.0002,1,5000
9,0.0056,0.0028,14,5000
9,0.008,0.0296,148,5000
9,0.011,0.0288,144,5000
9,0.016,0.1364,682,5000
9,0.022,0.329,1645,5000
9,0.031,0.5172,2586,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0.0002,1,5000
11,0.0028,0,0,5000
11,0.004,0.0008,4,5000
11,0.0056,0.002,10,5000
11,0.008,0.0256,128,5000
11,0.011,0.0266,133,5000
11,0.016,0.1784,892,5000
11,0.022,0.3914,1957,5000
11,0.031,0.531,2655,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0.0008,4,5000
15,0.008,0.0308,154,5000
15,0.011,0.0234,117,5000
15,0.016,0.2494,1247,5000
15,0.022,0.4736,2368,5000
15,0.031,0.5226,2613,5000
