d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0.0002,1,5000
3,0.0014,0.0002,1,5000
3,0.002,0,0,5000
3,0.0028,0,0,5000
3,0.004,0.0004,2,5000
3,0.0056,0.0022,11,5000
3,0.008,0.0054,27,5000
3,0.011,0.0076,38,5000
3,0.016,0.0166,83,5000
3,0.022,0.032,160,5000
3,0.031,0.0572,286,5000
3,0.044,0.1058,529,5000
3,0.063,0.1884,942,5000
3,0.088,0.297,1485,5000
3,0.125,0.449,2245,5000
3,0.176,0.589,2945,5000
3,0.25,0.6914,3457,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0,0,5000
5,0.0014,0,0,5000
5,0.002,0,0,5000
5,0.0028,0,0,5000
5,0.004,0,0,5000
5,0.0056,0.0006,3,5000
5,0.008,0.001,5,5000
5,0.011,0.0032,16,5000
5,0.016,0.0076,38,5000
5,0.022,0.0212,106,5000
5,0.031,0.0506,253,5000
5,0.044,0.1252,626,5000
5,0.063,0.2768,1384,5000
5,0.088,0.471,2355,5000
5,0.125,0.6678,3339,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0,0,5000
7,0.004,0,0,5000
7,0.0056,0,0,5000
7,0.008,0,0,5000
7,0.011,0.001,5,5000
7,0.016,0.0028,14,5000
7,0.022,0.0112,56,5000
7,0.031,0.0414,207,5000
7,0.044,0.1286,643,5000
7,0.063,0.36,1800,5000
7,0.088,0.6136,3068,5000
7,0.125,0.7408,3704,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0,0,5000
9,0.0056,0,0,5000
9,0.008,0,0,5000
9,0.011,0,0,5000
9,0.016,0.001,5,5000
9,0.022,0.0034,17,5000
9,0.031,0.0244,122,5000
9,0.044,0.1426,713,5000
9,0.063,0.4554,2277,5000
9,0.088,0.6894,3447,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0,0,5000
11,0.008,0,0,5000
11,0.011,0,0,5000
11,0.016,0.0002,1,5000
11,0.022,0.0016,8,5000
11,0.031,0.0208,104,5000
11,0.044,0.14,700,5000
11,0.063,0.5074,2537,5000
11,0.088,0.7276,3638,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0,0,5000
15,0.008,0,0,5000
15,0.011,0,0,5000
15,0.016,0,0,5000
15,0.022,0.0004,2,5000
15,0.031,0.0094,47,5000
15,0.044,0.128,640,5000
15,0.063,0.634,3170,5000
15,0.088,0.742,3710,5000
19,0.0005,0,0,5000
19,0.0007,0,0,5000
19,0.001,0,0,5000
19,0.0014,0,0,5000
19,0.002,0,0,5000
19,0.0028,0,0,5000
19,0.004,0,0,5000
19,0.0056,0,0,5000
19,0.008,0,0,5000
19,0.011,0,0,5000
19,0.016,0,0,5000
19,0.022,0.0002,1,5000
19,0.031,0.0054,27,5000
19,0.044,0.1512,756,5000
19,0.063,0.7032,3516,5000
