d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0.0002,1,5000
3,0.0007,0,0,5000
3,0.001,0.001,5,5000
3,0.0014,0.001,5,5000
3,0.002,0.002,10,5000
3,0.0028,0.0052,26,5000
3,0.004,0.0038,19,5000
3,0.0056,0.0102,51,5000
3,0.008,0.0264,132,5000
3,0.011,0.0378,189,5000
3,0.016,0.0802,401,5000
3,0.022,0.1992,996,5000
3,0.031,0.2702,1351,5000
3,0.044,0.3664,1832,5000
3,0.063,0.4536,2268,5000
3,0.088,0.5624,2812,5000
3,0.125,0.7156,3578,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0,0,5000
5,0.0014,0.0004,2,5000
5,0.002,0.0004,2,5000
5,0.0028,0.0016,8,5000
5,0.004,0.004,20,5000
5,0.0056,0.0084,42,5000
5,0.008,0.0198,99,5000
5,0.011,0.0438,219,5000
5,0.016,0.103,515,5000
5,0.022,0.2348,1174,5000
5,0.031,0.4738,2369,5000
5,0.044,0.621,3105,5000
5,0.063,0.6796,3398,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0.0002,1,5000
7,0.004,0.0012,6,5000
7,0.0056,0.0042,21,5000
7,0.008,0.0108,54,5000
7,0.011,0.037,185,5000
7,0.016,0.125,625,5000
7,0.022,0.3318,1659,5000
7,0.031,0.5534,2767,5000
7,0.044,0.721,3605,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0.0006,3,5000
9,0.0056,0.0042,21,5000
9,0.008,0.0052,26,5000
9,0.011,0.0218,109,5000
9,0.016,0.1256,628,5000
9,0.022,0.3634,1817,5000
9,0.031,0.6462,3231,5000
9,0.044,0.741,3705,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0.0016,8,5000
11,0.008,0.0022,11,5000
11,0.011,0.0162,81,5000
11,0.016,0.146,730,5000
11,0.022,0.4302,2151,5000
11,0.031,0.7006,3503,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0.0002,1,5000
15,0.008,0.0006,3,5000
15,0.011,0.0086,43,5000
15,0.016,0.1916,958,5000
15,0.022,0.5594,2797,5000
15,0.031,0.74,3700,5000
