d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0,0,5000
3,0.0014,0.0004,2,5000
3,0.002,0.0002,1,5000
3,0.0028,0.0012,6,5000
3,0.004,0.0012,6,5000
3,0.0056,0.003,15,5000
3,0.008,0.0062,31,5000
3,0.011,0.0126,63,5000
3,0.016,0.0216,108,5000
3,0.022,0.0372,186,5000
3,0.031,0.0662,331,5000
3,0.044,0.114,570,5000
3,0.063,0.1828,914,5000
3,0.088,0.301,1505,5000
3,0.125,0.3624,1812,5000
3,0.176,0.456,2280,5000
3,0.25,0.5738,2869,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0,0,5000
5,0.0014,0,0,5000
5,0.002,0,0,5000
5,0.0028,0,0,5000
5,0.004,0,0,5000
5,0.0056,0.001,5,5000
5,0.008,0.0014,7,5000
5,0.011,0.005,25,5000
5,0.016,0.0122,61,5000
5,0.022,0.0304,152,5000
5,0.031,0.061,305,5000
5,0.044,0.137,685,5000
5,0.063,0.2608,1304,5000
5,0.088,0.4016,2008,5000
5,0.125,0.4776,2388,5000
5,0.176,0.522,2610,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0,0,5000
7,0.004,0,0,5000
7,0.0056,0,0,5000
7,0.008,0.0002,1,5000
7,0.011,0.0008,4,5000
7,0.016,0.0056,28,5000
7,0.022,0.0152,76,5000
7,0.031,0.0516,258,5000
7,0.044,0.1484,742,5000
7,0.063,0.3234,1617,5000
7,0.088,0.4674,2337,5000
7,0.125,0.4972,2486,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0,0,5000
9,0.0056,0,0,5000
9,0.008,0.0002,1,5000
9,0.011,0.0002,1,5000
9,0.016,0.0026,13,5000
9,0.022,0.0098,49,5000
9,0.031,0.0434,217,5000
9,0.044,0.1572,786,5000
9,0.063,0.3542,1771,5000
9,0.088,0.4814,2407,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0,0,5000
11,0.008,0,0,5000
11,0.011,0,0,5000
11,0.016,0.0018,9,5000
11,0.022,0.0054,27,5000
11,0.031,0.0278,139,5000
11,0.044,0.1476,738,5000
11,0.063,0.393,1965,5000
11,0.088,0.4912,2456,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0,0,5000
15,0.008,0,0,5000
15,0.011,0,0,5000
15,0.016,0,0,5000
15,0.022,0.0006,3,5000
15,0.031,0.019,95,5000
15,0.044,0.1522,761,5000
15,0.063,0.4502,2251,5000
15,0.088,0.4984,2492,5000
19,0.0005,0,0,5000
19,0.0007,0,0,5000
19,0.001,0,0,5000
19,0.0014,0,0,5000
19,0.002,0,0,5000
19,0.0028,0,0,5000
19,0.004,0,0,5000
19,0.0056,0,0,5000
19,0.008,0,0,5000
19,0.011,0,0,5000
19,0.016,0,0,5000
19,0.022,0,0,5000
19,0.031,0.0084,42,5000
19,0.044,0.1432,716,5000
19,0.063,0.487,2435,5000
