d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0,0,5000
3,0.0014,0,0,5000
3,0.002,0,0,5000
3,0.0028,0,0,5000
3,0.004,0,0,5000
3,0.0056,0.0002,1,5000
3,0.008,0.002,10,5000
3,0.011,0.0024,12,5000
3,0.016,0.005,25,5000
3,0.022,0.007,35,5000
3,0.031,0.0108,54,5000
3,0.044,0.026,130,5000
3,0.063,0.0452,226,5000
3,0.088,0.0914,457,5000
3,0.125,0.169,845,5000
3,0.176,0.2684,1342,5000
3,0.25,0.422,2110,5000
3,0.35,0.5804,2902,5000
3,0.5,0.714,3570,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0,0,5000
5,0.0014,0,0,5000
5,0.002,0,0,5000
5,0.0028,0,0,5000
5,0.004,0,0,5000
5,0.0056,0.0002,1,5000
5,0.008,0,0,5000
5,0.011,0.0004,2,5000
5,0.016,0.0008,4,5000
5,0.022,0.0018,9,5000
5,0.031,0.0044,22,5000
5,0.044,0.0122,61,5000
5,0.063,0.0298,149,5000
5,0.088,0.0692,346,5000
5,0.125,0.17,850,5000
5,0.176,0.3088,1544,5000
5,0.25,0.491,2455,5000
5,0.35,0.6602,3301,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0,0,5000
7,0.004,0,0,5000
7,0.0056,0,0,5000
7,0.008,0,0,5000
7,0.011,0,0,5000
7,0.016,0,0,5000
7,0.022,0.0004,2,5000
7,0.031,0.0006,3,5000
7,0.044,0.005,25,5000
7,0.063,0.0172,86,5000
7,0.088,0.0516,258,5000
7,0.125,0.1496,748,5000
7,0.176,0.3204,1602,5000
7,0.25,0.5576,2788,5000
7,0.35,0.7064,3532,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0,0,5000
9,0.0056,0,0,5000
9,0.008,0,0,5000
9,0.011,0,0,5000
9,0.016,0,0,5000
9,0.022,0.0002,1,5000
9,0.031,0.0002,1,5000
9,0.044,0.0018,9,5000
9,0.063,0.0116,58,5000
9,0.088,0.0392,196,5000
9,0.125,0.1404,702,5000
9,0.176,0.3536,1768,5000
9,0.25,0.604,3020,5000
9,0.35,0.7182,3591,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0,0,5000
11,0.008,0,0,5000
11,0.011,0,0,5000
11,0.016,0,0,5000
11,0.022,0,0,5000
11,0.031,0.0004,2,5000
11,0.044,0.0006,3,5000
11,0.063,0.0032,16,5000
11,0.088,0.0306,153,5000
11,0.125,0.138,690,5000
11,0.176,0.3716,1858,5000
11,0.25,0.6262,3131,5000
11,0.35,0.7478,3739,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0,0,5000
15,0.008,0,0,5000
15,0.011,0,0,5000
15,0.016,0,0,5000
15,0.022,0,0,5000
15,0.031,0,0,5000
15,0.044,0,0,5000
15,0.063,0.0016,8,5000
15,0.088,0.0148,74,5000
15,0.125,0.1098,549,5000
15,0.176,0.402,2010,5000
15,0.25,0.6832,3416,5000
19,0.0005,0,0,5000
19,0.0007,0,0,5000
19,0.001,0,0,5000
19,0.0014,0,0,5000
19,0.002,0,0,5000
19,0.0028,0,0,5000
19,0.004,0,0,5000
19,0.0056,0,0,5000
19,0.008,0,0,5000
19,0.011,0,0,5000
19,0.016,0,0,5000
19,0.022,0,0,5000
19,0.031,0,0,5000
19,0.044,0,0,5000
19,0.063,0.0002,1,5000
19,0.088,0.0088,44,5000
19,0.125,0.0946,473,5000
19,0.176,0.4104,2052,5000
19,0.25,0.706,3530,5000
