d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0.0006,3,5000
3,0.0014,0.0004,2,5000
3,0.002,0.0002,1,5000
3,0.0028,0.0018,9,5000
3,0.004,0.0016,8,5000
3,0.0056,0.0042,21,5000
3,0.008,0.0078,39,5000
3,0.011,0.0136,68,5000
3,0.016,0.0242,121,5000
3,0.022,0.0446,223,5000
3,0.031,0.0766,383,5000
3,0.044,0.136,680,5000
3,0.063,0.2242,1121,5000
3,0.088,0.328,1640,5000
3,0.125,0.4362,2181,5000
3,0.176,0.5172,2586,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0.0002,1,5000
5,0.0014,0,0,5000
5,0.002,0,0,5000
5,0.0028,0.0002,1,5000
5,0.004,0.0004,2,5000
5,0.0056,0.0012,6,5000
5,0.008,0.003,15,5000
5,0.011,0.0072,36,5000
5,0.016,0.0232,116,5000
5,0.022,0.0418,209,5000
5,0.031,0.0988,494,5000
5,0.044,0.2038,1019,5000
5,0.063,0.3468,1734,5000
5,0.088,0.4668,2334,5000
5,0.125,0.5096,2548,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0,0,5000
7,0.004,0,0,5000
7,0.0056,0.0002,1,5000
7,0.008,0.001,5,5000
7,0.011,0.0024,12,5000
7,0.016,0.0124,62,5000
7,0.022,0.0368,184,5000
7,0.031,0.1022,511,5000
7,0.044,0.2474,1237,5000
7,0.063,0.4364,2182,5000
7,0.088,0.496,2480,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0,0,5000
9,0.0056,0,0,5000
9,0.008,0,0,5000
9,0.011,0.0018,9,5000
9,0.016,0.005,25,5000
9,0.022,0.0248,124,5000
9,0.031,0.101,505,5000
9,0.044,0.2916,1458,5000
9,0.063,0.4864,2432,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0,0,5000
11,0.008,0.0002,1,5000
11,0.011,0.0004,2,5000
11,0.016,0.0032,16,5000
11,0.022,0.019,95,5000
11,0.031,0.11,550,5000
11,0.044,0.3708,1854,5000
11,0.063,0.5064,2532,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0,0,5000
15,0.008,0,0,5000
15,0.011,0,0,5000
15,0.016,0.0004,2,5000
15,0.022,0.009,45,5000
15,0.031,0.1208,604,5000
15,0.044,0.421,2105,5000
15,0.063,0.4922,2461,5000
19,0.0005,0,0,5000
19,0.0007,0,0,5000
19,0.001,0,0,5000
19,0.0014,0,0,5000
19,0.002,0,0,5000
19,0.0028,0,0,5000
19,0.004,0,0,5000
19,0.0056,0,0,5000
19,0.008,0,0,5000
19,0.011,0,0,5000
19,0.016,0.0002,1,5000
19,0.022,0.004,20,5000
19,0.031,0.1244,622,5000
19,0.044,0.472,2360,5000
19,0.063,0.4884,2442,5000
