d,p,logical_error_rate,total_fails,num_shots
3,0.005,0.002,1,500
3,0.008,0.008,4,500
3,0.012,0.008,4,500
3,0.018,0.016,8,500
3,0.028,0.066,33,500
3,0.042,0.096,48,500
3,0.065,0.256,128,500
3,0.09,0.28,140,500
3,0.11,0.322,161,500
3,0.13,0.34,170,500
3,0.15,0.404,202,500
3,0.17,0.44,220,500
3,0.19,0.494,247,500
3,0.22,0.504,252,500
3,0.26,0.606,303,500
3,0.3,0.59,295,500
5,0.005,0,0,500
5,0.008,0,0,500
5,0.012,0.004,2,500
5,0.018,0.01,5,500
5,0.028,0.066,33,500
5,0.042,0.138,69,500
5,0.065,0.278,139,500
5,0.09,0.39,195,500
5,0.11,0.412,206,500
5,0.13,0.47,235,500
5,0.15,0.526,263,500
5,0.17,0.504,252,500
5,0.19,0.49,245,500
5,0.22,0.518,259,500
5,0.26,0.578,289,500
5,0.3,0.616,308,500
7,0.005,0,0,500
7,0.008,0,0,500
7,0.012,0,0,500
7,0.018,0.012,6,500
7,0.028,0.046,23,500
7,0.042,0.134,67,500
7,0.065,0.312,156,500
7,0.09,0.476,238,500
7,0.11,0.478,239,500
7,0.13,0.502,251,500
7,0.15,0.532,266,500
7,0.17,0.478,239,500
7,0.19,0.488,244,500
7,0.22,0.51,255,500
7,0.26,0.586,293,500
7,0.3,0.608,304,500
9,0.005,0,0,500
9,0.008,0,0,500
9,0.012,0,0,500
9,0.018,0.002,1,500
9,0.028,0.022,11,500
9,0.042,0.124,62,500
9,0.065,0.38,190,500
9,0.09,0.534,267,500
9,0.11,0.512,256,500
9,0.13,0.506,253,500
9,0.15,0.496,248,500
9,0.17,0.514,257,500
9,0.19,0.494,247,500
9,0.22,0.454,227,500
9,0.26,0.582,291,500
9,0.3,0.592,296,500
11,0.005,0,0,500
11,0.008,0,0,500
11,0.012,0,0,500
11,0.018,0,0,500
11,0.028,0.028,14,500
11,0.042,0.122,61,500
11,0.065,0.402,201,500
11,0.09,0.514,257,500
11,0.11,0.504,252,500
11,0.13,0.488,244,500
11,0.15,0.522,261,500
11,0.17,0.534,267,500
11,0.19,0.546,273,500
11,0.22,0.484,242,500
11,0.26,0.56,280,500
11,0.3,0.608,304,500
13,0.005,0,0,500
13,0.008,0,0,500
13,0.012,0,0,500
13,0.018,0.002,1,500
13,0.028,0.01,5,500
13,0.042,0.116,58,500
13,0.065,0.45,225,500
13,0.09,0.518,259,500
13,0.11,0.484,242,500
13,0.13,0.492,246,500
13,0.15,0.532,266,500
13,0.17,0.49,245,500
13,0.19,0.478,239,500
13,0.22,0.524,262,500
13,0.26,0.518,259,500
13,0.3,0.57,285,500
