d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0.0002,1,5000
3,0.0014,0.0002,1,5000
3,0.002,0,0,5000
3,0.0028,0.0002,1,5000
3,0.004,0.0002,1,5000
3,0.0056,0.001,5,5000
3,0.008,0.0022,11,5000
3,0.011,0.0012,6,5000
3,0.016,0.0038,19,5000
3,0.022,0.0066,33,5000
3,0.031,0.0142,71,5000
3,0.044,0.025,125,5000
3,0.063,0.0486,243,5000
3,0.088,0.0922,461,5000
3,0.125,0.1518,759,5000
3,0.176,0.2562,1281,5000
3,0.25,0.4112,2056,5000
3,0.35,0.507,2535,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0,0,5000
5,0.0014,0,0,5000
5,0.002,0.0002,1,5000
5,0.0028,0,0,5000
5,0.004,0,0,5000
5,0.0056,0,0,5000
5,0.008,0,0,5000
5,0.011,0.0002,1,5000
5,0.016,0.0008,4,5000
5,0.022,0.003,15,5000
5,0.031,0.0052,26,5000
5,0.044,0.013,65,5000
5,0.063,0.04,200,5000
5,0.088,0.091,455,5000
5,0.125,0.1766,883,5000
5,0.176,0.3088,1544,5000
5,0.25,0.4348,2174,5000
5,0.35,0.5698,2849,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0,0,5000
7,0.004,0,0,5000
7,0.0056,0,0,5000
7,0.008,0,0,5000
7,0.011,0,0,5000
7,0.016,0.0004,2,5000
7,0.022,0.0002,1,5000
7,0.031,0.0028,14,5000
7,0.044,0.01,50,5000
7,0.063,0.0326,163,5000
7,0.088,0.0766,383,5000
7,0.125,0.19,950,5000
7,0.176,0.3424,1712,5000
7,0.25,0.481,2405,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0,0,5000
9,0.0056,0,0,5000
9,0.008,0,0,5000
9,0.011,0,0,5000
9,0.016,0,0,5000
9,0.022,0,0,5000
9,0.031,0.0002,1,5000
9,0.044,0.0052,26,5000
9,0.063,0.0198,99,5000
9,0.088,0.0656,328,5000
9,0.125,0.204,1020,5000
9,0.176,0.3834,1917,5000
9,0.25,0.4862,2431,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0,0,5000
11,0.008,0,0,5000
11,0.011,0,0,5000
11,0.016,0,0,5000
11,0.022,0.0002,1,5000
11,0.031,0.0016,8,5000
11,0.044,0.0028,14,5000
11,0.063,0.0128,64,5000
11,0.088,0.0744,372,5000
11,0.125,0.212,1060,5000
11,0.176,0.4018,2009,5000
11,0.25,0.4956,2478,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0,0,5000
15,0.008,0,0,5000
15,0.011,0,0,5000
15,0.016,0,0,5000
15,0.022,0,0,5000
15,0.031,0,0,5000
15,0.044,0.0008,4,5000
15,0.063,0.0132,66,5000
15,0.088,0.058,290,5000
15,0.125,0.2364,1182,5000
15,0.176,0.4458,2229,5000
15,0.25,0.501,2505,5000
19,0.0005,0,0,5000
19,0.0007,0,0,5000
19,0.001,0,0,5000
19,0.0014,0,0,5000
19,0.002,0,0,5000
19,0.0028,0,0,5000
19,0.004,0,0,5000
19,0.0056,0,0,5000
19,0.008,0,0,5000
19,0.011,0,0,5000
19,0.016,0,0,5000
19,0.022,0,0,5000
19,0.031,0,0,5000
19,0.044,0.0002,1,5000
19,0.063,0.0052,26,5000
19,0.088,0.049,245,5000
19,0.125,0.2568,1284,5000
19,0.176,0.4716,2358,5000
19,0.25,0.4988,2494,5000
