d,p,logical_error_rate,total_fails,num_shots
3,0.0005,0,0,5000
3,0.0007,0,0,5000
3,0.001,0,0,5000
3,0.0014,0,0,5000
3,0.002,0,0,5000
3,0.0028,0,0,5000
3,0.004,0.0002,1,5000
3,0.0056,0.0002,1,5000
3,0.008,0.0002,1,5000
3,0.011,0.001,5,5000
3,0.016,0.0032,16,5000
3,0.022,0.006,30,5000
3,0.031,0.0076,38,5000
3,0.044,0.0158,79,5000
3,0.063,0.0298,149,5000
3,0.088,0.0606,303,5000
3,0.125,0.1102,551,5000
3,0.176,0.1952,976,5000
3,0.25,0.3438,1719,5000
3,0.35,0.5206,2603,5000
3,0.5,0.6724,3362,5000
5,0.0005,0,0,5000
5,0.0007,0,0,5000
5,0.001,0,0,5000
5,0.0014,0,0,5000
5,0.002,0,0,5000
5,0.0028,0,0,5000
5,0.004,0,0,5000
5,0.0056,0,0,5000
5,0.008,0.0002,1,5000
5,0.011,0,0,5000
5,0.016,0.0002,1,5000
5,0.022,0.0012,6,5000
5,0.031,0.0032,16,5000
5,0.044,0.006,30,5000
5,0.063,0.0152,76,5000
5,0.088,0.0362,181,5000
5,0.125,0.097,485,5000
5,0.176,0.2016,1008,5000
5,0.25,0.378,1890,5000
5,0.35,0.5884,2942,5000
5,0.5,0.7286,3643,5000
7,0.0005,0,0,5000
7,0.0007,0,0,5000
7,0.001,0,0,5000
7,0.0014,0,0,5000
7,0.002,0,0,5000
7,0.0028,0,0,5000
7,0.004,0,0,5000
7,0.0056,0,0,5000
7,0.008,0,0,5000
7,0.011,0,0,5000
7,0.016,0,0,5000
7,0.022,0.0002,1,5000
7,0.031,0.0002,1,5000
7,0.044,0.002,10,5000
7,0.063,0.0068,34,5000
7,0.088,0.0242,121,5000
7,0.125,0.0662,331,5000
7,0.176,0.1912,956,5000
7,0.25,0.4192,2096,5000
7,0.35,0.6462,3231,5000
7,0.5,0.7286,3643,5000
9,0.0005,0,0,5000
9,0.0007,0,0,5000
9,0.001,0,0,5000
9,0.0014,0,0,5000
9,0.002,0,0,5000
9,0.0028,0,0,5000
9,0.004,0,0,5000
9,0.0056,0,0,5000
9,0.008,0,0,5000
9,0.011,0,0,5000
9,0.016,0,0,5000
9,0.022,0,0,5000
9,0.031,0,0,5000
9,0.044,0.0008,4,5000
9,0.063,0.002,10,5000
9,0.088,0.0178,89,5000
9,0.125,0.0594,297,5000
9,0.176,0.187,935,5000
9,0.25,0.4524,2262,5000
9,0.35,0.6888,3444,5000
11,0.0005,0,0,5000
11,0.0007,0,0,5000
11,0.001,0,0,5000
11,0.0014,0,0,5000
11,0.002,0,0,5000
11,0.0028,0,0,5000
11,0.004,0,0,5000
11,0.0056,0,0,5000
11,0.008,0,0,5000
11,0.011,0,0,5000
11,0.016,0,0,5000
11,0.022,0,0,5000
11,0.031,0,0,5000
11,0.044,0.0002,1,5000
11,0.063,0.0008,4,5000
11,0.088,0.007,35,5000
11,0.125,0.0472,236,5000
11,0.176,0.1982,991,5000
11,0.25,0.4848,2424,5000
11,0.35,0.7014,3507,5000
15,0.0005,0,0,5000
15,0.0007,0,0,5000
15,0.001,0,0,5000
15,0.0014,0,0,5000
15,0.002,0,0,5000
15,0.0028,0,0,5000
15,0.004,0,0,5000
15,0.0056,0,0,5000
15,0.008,0,0,5000
15,0.011,0,0,5000
15,0.016,0,0,5000
15,0.022,0,0,5000
15,0.031,0,0,5000
15,0.044,0.0002,1,5000
15,0.063,0.0004,2,5000
15,0.088,0.0024,12,5000
15,0.125,0.0286,143,5000
15,0.176,0.183,915,5000
15,0.25,0.5378,2689,5000
15,0.35,0.7372,3686,5000
19,0.0005,0,0,5000
19,0.0007,0,0,5000
19,0.001,0,0,5000
19,0.0014,0,0,5000
19,0.002,0,0,5000
19,0.0028,0,0,5000
19,0.004,0,0,5000
19,0.0056,0,0,5000
19,0.008,0,0,5000
19,0.011,0,0,5000
19,0.016,0,0,5000
19,0.022,0,0,5000
19,0.031,0,0,5000
19,0.044,0,0,5000
19,0.063,0,0,5000
19,0.088,0.0006,3,5000
19,0.125,0.0192,96,5000
19,0.176,0.1628,814,5000
19,0.25,0.551,2755,5000
19,0.35,0.7452,3726,5000
